baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0000617	184.249905881641	-0.0110255731917688	0.124823214888836	3.48157159982088	0.480685950182832	0.685237820718205
FBgn0000618	118.426133927512	0.104349513095677	0.166568897962174	3.69791208640595	0.448429672114928	0.66109622357264
FBgn0000625	116.051221488121	0.163551896446024	0.176593045803473	3.14119752463324	0.534480565622106	0.722236874098138
FBgn0000629	593.732056045058	-0.0131887392758962	0.0625768172464252	4.68280946660332	0.32141780276834	0.553887095947045
FBgn0000633	1292.98555579175	0.0103240077882437	0.0793443640759968	2.49628471432732	0.645301195770099	0.795790278338159
FBgn0000635	2718.6955847465	0.0536813391251054	0.0624078596060321	1.45312049876122	0.834911861068305	0.906690067185434
FBgn0000636	1300.39482306322	0.0930486150584283	0.0862020521998624	3.79653931665075	0.434240926400614	0.650393918937976
FBgn0000639	15.8795194419266	-1.570633794189	0.739896709948481	8.60840312861728	0.0716686181547873	0.252124536142185
FBgn0000658	47.5892300700829	0.182932903540291	0.219620770659534	1.80859126908047	0.770910157086384	0.869707720353894
FBgn0000659	427.383969457069	-0.0685723989019008	0.110090493142893	3.76706673861622	0.43844672740236	0.653462735874099
FBgn0000662	1583.07948236619	-0.126392851051006	0.0505041079811797	8.420287770257	0.0773405862522304	0.262347409681908
FBgn0000667	4282.44970168375	0.260596066609977	0.0904781398972353	12.4810008863636	0.0141108663231784	0.0965302902407847
FBgn0000709	862.341105624597	0.0317810895595371	0.0673339314248964	5.67483715687035	0.224783248049327	0.460311552374453
FBgn0000711	3896.42955249018	-0.121108994381062	0.0708019442133017	7.84235401709213	0.0975266819614779	0.295693296820704
FBgn0000715	217.644197355196	0.0227898423619278	0.114812447692875	8.55149103460246	0.0733417307496475	0.255119355026978
FBgn0000719	1112.24453536478	0.145031473794854	0.0680730878154145	7.85774188528171	0.0969305051949411	0.294479443896954
FBgn0000721	5222.38856973477	-0.205832231310908	0.11193248182038	10.1738914034456	0.0375981935877886	0.177245820659674
FBgn0000723	2195.86300530875	0.0661113891237223	0.0821499436162781	1.13365749805314	0.888895962829835	0.936647001356254
FBgn0000810	378.647832321711	-0.123709732168741	0.0928865349825079	4.56018151629291	0.335471033041141	0.566736529232224
FBgn0000964	405.326460515778	-0.1196515280838	0.248839476458225	26.2658592794675	2.79687671362036e-05	0.00126181092934983
FBgn0000996	119.031575223347	-0.142823058565315	0.161610588139227	5.45574881030637	0.243646664744379	0.480739964134819
FBgn0001075	139.013414574969	0.211871848134974	0.154631064979541	3.22737069435061	0.520521486448789	0.712263477741496
FBgn0001078	1398.57024516833	-0.0401689420591378	0.0822968350066233	4.9234944855483	0.295237902733282	0.529529193394266
FBgn0001079	355.803086316975	0.174574477861372	0.0798382281959521	9.27468197378664	0.0545886939176718	0.217079952326073
FBgn0001083	377.2512972017	0.155820536826203	0.110956211110786	6.75752732758156	0.14927019174466	0.3688020098883
FBgn0001084	75.5677450845947	0.320494869225125	0.17368675308201	7.76964665674575	0.100390247823036	0.299005160901976
FBgn0001085	261.512788910801	-0.0128212075336515	0.10672485561306	5.32000133023871	0.256010367831847	0.494642729967186
FBgn0001087	1873.4577205922	-0.0367828204252451	0.0575926804408444	1.13292799494161	0.889013241185243	0.936661195144143
FBgn0001089	649.983514337989	0.0792264112691328	0.0948711865114563	1.34158595542715	0.854281403624445	0.917094718013488
FBgn0001090	8594.71342590077	0.096366096477565	0.198936792737242	3.02801849560012	0.553147570229109	0.734367727964657
FBgn0001091	15211.9159274139	-0.0698179499062331	0.118419218294015	8.99292085256275	0.061276669735506	0.231540582172297
FBgn0001092	18594.67699165	-0.130501271387936	0.0903437646880538	7.92086926110051	0.094520241984558	0.290680348816178
FBgn0001098	9374.29182343376	0.168819442794518	0.0917271864714685	8.07451216632455	0.0888865379308884	0.282888676357446
FBgn0001104	824.371045560311	0.040257339493445	0.0783392510387274	10.6830959911488	0.0303662011430363	0.155360770691232
FBgn0001105	6569.9666569032	-0.111341469068745	0.0865734864346279	5.08685512286718	0.278501157052998	0.516211162713476
FBgn0001108	1758.79190573196	0.0173354535377285	0.0519066023762712	1.39787282871089	0.844564644754503	0.911325853817255
FBgn0001112	1096.62310213328	-0.102943936177961	0.109498409008251	4.29617908046077	0.367403798807314	0.595809575240545
FBgn0001114	21455.7803086397	-0.415224568453966	0.173364726005473	10.916312733503	0.0275208196702034	0.146588167582199
FBgn0001122	5343.38470108499	-0.105559972495716	0.104175988446867	8.0269680716475	0.0905952997801918	0.285319856864457
FBgn0001123	1632.42814568777	0.00103963740662225	0.0615193403946991	7.50695800964297	0.111402865099082	0.314809912868468
FBgn0001124	6223.83061657807	-0.308872167968176	0.133645197810785	20.8606473295785	0.000337463274370041	0.00772825158538294
FBgn0001125	5355.89230943058	-0.458419360254253	0.172171174794967	20.506495337652	0.00039659660579904	0.0087923616071861
FBgn0001128	23434.1649100805	-0.30766297402815	0.145105498689602	9.79314268860503	0.0440601166363331	0.192706947362886
FBgn0001133	417.689351392349	0.0901189934125238	0.0874359113555608	5.82428022052102	0.212661082343515	0.44438187725464
FBgn0001134	223.667060980542	-0.0388707259533403	0.13652363730956	3.90977626679933	0.418353989515402	0.636982662888366
FBgn0001137	423.372538822076	0.205909466001204	0.0907228942707773	7.26057666378802	0.122742183685962	0.332084774632215
FBgn0001138	146.431385411013	-0.0359373033917453	0.154950045423832	7.36520820691186	0.117802036997491	0.324548156520021
FBgn0001139	2135.53029081028	-0.0786016918593453	0.0618131307845959	3.09571464005023	0.541937509273229	0.727032239607346
FBgn0001142	5700.74097365853	-0.110938992402418	0.141804308356806	9.84190260739092	0.0431767046012955	0.190987410757127
FBgn0001145	26313.954612814	0.208543212877513	0.101386475779918	12.7344606887507	0.0126488559060147	0.0905798625714052
FBgn0001149	6489.07189598134	0.0232634651935238	0.11557658230303	15.515207695298	0.00374369752276143	0.0413456337183309
FBgn0001150	76.448924887264	-0.161692671877617	0.204799122862906	0.91357267519561	0.922605573704396	0.956858631210892
FBgn0001168	1050.73745580973	-0.0384678294731328	0.221000835477169	55.3234475990731	2.77951038175038e-11	1.92919401342567e-08
FBgn0001169	520.599409313815	-0.160559055231877	0.0850799314653204	5.52559883043989	0.23748846870311	0.474188637554363
FBgn0001179	259.074051142502	0.0218699310738081	0.0964886713518729	7.63285374690622	0.105991695438371	0.306892424006865
FBgn0001180	141.847310010105	0.264563470175495	0.154113358147933	3.3846174524399	0.495637910419002	0.695724611994332
FBgn0001185	468.37023826604	0.00418578580302497	0.0677942756033641	4.09019450432743	0.393936947900977	0.618145674282939
FBgn0001186	6602.45543601169	0.108781953468939	0.0640307725510108	6.17675551597063	0.186331207597811	0.41569253102196
FBgn0001187	3388.37006332789	-0.232748004020199	0.224795071997942	1.60383244953312	0.808103158821379	0.890621082453316
FBgn0001189	909.23154183506	-0.0439466899030773	0.0585719890986123	5.14331990715721	0.272905555865429	0.511513674817982
FBgn0001197	1089.80322522557	-0.00154775467127537	0.0547003182391758	2.99589845931121	0.558512017885857	0.737949031686058
FBgn0001202	1439.40600868308	-0.0745389387575769	0.0505310744637544	3.70259681583946	0.447748344394835	0.660826551843636
FBgn0001206	199.496952536601	-0.0866642048629572	0.125582663493293	2.43248705874311	0.656764435403884	0.803827012590313
FBgn0001208	13529.6703019232	-0.289306795174885	0.169876503143793	6.83348600187333	0.144953764331313	0.364036595560292
FBgn0001215	4488.23944474288	0.0930811898003506	0.0471820944296742	15.6163693394276	0.00357960326558822	0.0401224701248498
FBgn0001216	393.838656490881	0.18247708710863	0.10920045817429	6.80049423720743	0.146814349940976	0.366446992950879
FBgn0001218	9871.92187601641	-0.357963842086472	0.155906354939044	8.41305325076564	0.0775669638102044	0.262818893901417
FBgn0001220	5885.43493227801	0.0547060455100688	0.0674848958826657	4.18789620852829	0.381173691217437	0.606671877023503
FBgn0001222	1155.93015398546	0.0385518851348307	0.0533753191699933	3.25259596904971	0.516477920110497	0.708729201502899
FBgn0001224	160.005766225581	0.183919185102137	0.137501243398334	7.81532811970158	0.0985820598404646	0.297422862020157
FBgn0001225	141.536354768222	0.220689450423071	0.182691018962863	8.52808733519714	0.0740404156012597	0.255866208337865
FBgn0001226	70.3393606230408	0.219520114447476	0.208685199439563	3.89521807000341	0.420372233534755	0.638985623851767
FBgn0001227	317.566975249465	-0.0471008448391421	0.108016415729618	6.67839426525518	0.153891450173206	0.374881899274524
FBgn0001229	135.836551509864	-0.0515170786083284	0.155309979125551	5.99611741041309	0.199438415290789	0.43123071001371
FBgn0001230	181.531689365985	0.0804153702168125	0.176590461521363	6.10677913296797	0.191314596198899	0.421237579673661
FBgn0001233	9237.46991129387	0.289240703401248	0.209382400126037	12.6623702179744	0.0130489458416245	0.0924086631823909
FBgn0001234	2668.16193892712	-0.0172891136167001	0.0818299659459187	1.97678902545601	0.740028206117484	0.851623296731141
FBgn0001235	5155.01936195574	-0.262360763533193	0.121533444098976	9.17255218490936	0.0569282713840582	0.22207686670919
FBgn0001247	1930.93800026268	-0.0360717455694721	0.0453055522174019	2.65444008674535	0.61721021840956	0.776721160750306
FBgn0001248	15764.9877470351	-0.136543156485252	0.180994884905928	2.08710941193954	0.719740958489372	0.837793777562622
FBgn0001250	2654.349534036	0.0282095287246836	0.0722080997025182	6.2513850440024	0.181144788291114	0.409846896878315
FBgn0001253	101.603721411443	-0.120055708169751	0.293921073482105	1.4242628259376	0.839967248082029	0.910059935016734
FBgn0001257	1319.1581320432	-0.169167233832291	0.198534076350519	3.4668481644411	0.482937025239417	0.686906524106562
